group,location_n_event,count,day
0-17,SI_HOSPITALIZED_COUNT,26,2020-06-23
0-17,SI_DEATH_COUNT,0,2020-06-23
0-17,SI_CASE_RATE,401.28,2020-06-23
0-17,SI_HOSPITALIZED_RATE,25.14,2020-06-23
0-17,SI_DEATH_RATE,0,2020-06-23
18-44,BK_CASE_COUNT,20946,2020-06-23
18-44,BK_HOSPITALIZED_COUNT,2334,2020-06-23
18-44,BK_DEATH_COUNT,201,2020-06-23
18-44,BK_CASE_RATE,1995.77,2020-06-23
18-44,BK_HOSPITALIZED_RATE,222.39,2020-06-23
18-44,BK_DEATH_RATE,19.15,2020-06-23
18-44,BX_CASE_COUNT,17528,2020-06-23
18-44,BX_HOSPITALIZED_COUNT,2124,2020-06-23
18-44,BX_DEATH_COUNT,164,2020-06-23
18-44,BX_CASE_RATE,3154.39,2020-06-23
18-44,BX_HOSPITALIZED_RATE,382.24,2020-06-23
18-44,BX_DEATH_RATE,29.51,2020-06-23
18-44,MN_CASE_COUNT,9340,2020-06-23
18-44,MN_HOSPITALIZED_COUNT,1099,2020-06-23
18-44,MN_DEATH_COUNT,60,2020-06-23
18-44,MN_CASE_RATE,1256.35,2020-06-23
18-44,MN_HOSPITALIZED_RATE,147.83,2020-06-23
18-44,MN_DEATH_RATE,8.07,2020-06-23
18-44,QN_CASE_COUNT,23690,2020-06-23
18-44,QN_HOSPITALIZED_COUNT,2714,2020-06-23
18-44,QN_DEATH_COUNT,239,2020-06-23
18-44,QN_CASE_RATE,2765.07,2020-06-23
18-44,QN_HOSPITALIZED_RATE,316.78,2020-06-23
18-44,QN_DEATH_RATE,27.9,2020-06-23
18-44,SI_CASE_COUNT,5459,2020-06-23
18-44,SI_HOSPITALIZED_COUNT,337,2020-06-23
18-44,SI_DEATH_COUNT,30,2020-06-23
18-44,SI_CASE_RATE,3322.3,2020-06-23
18-44,SI_HOSPITALIZED_RATE,205.1,2020-06-23
18-44,SI_DEATH_RATE,18.26,2020-06-23
45-64,BK_CASE_COUNT,20099,2020-06-23
45-64,BK_HOSPITALIZED_COUNT,4709,2020-06-23
45-64,BK_DEATH_COUNT,1200,2020-06-23
45-64,BK_CASE_RATE,3401.16,2020-06-23
45-64,BK_HOSPITALIZED_RATE,796.86,2020-06-23
45-64,BK_DEATH_RATE,203.06,2020-06-23
45-64,BX_CASE_COUNT,17571,2020-06-23
45-64,BX_HOSPITALIZED_COUNT,4215,2020-06-23
45-64,BX_DEATH_COUNT,906,2020-06-23
45-64,BX_CASE_RATE,5164.57,2020-06-23
45-64,BX_HOSPITALIZED_RATE,1238.9,2020-06-23
45-64,BX_DEATH_RATE,266.3,2020-06-23
45-64,MN_CASE_COUNT,8707,2020-06-23
45-64,MN_HOSPITALIZED_COUNT,2421,2020-06-23
45-64,MN_DEATH_COUNT,365,2020-06-23
45-64,MN_CASE_RATE,2268.33,2020-06-23
45-64,MN_HOSPITALIZED_RATE,630.72,2020-06-23
45-64,MN_DEATH_RATE,95.09,2020-06-23
45-64,QN_CASE_COUNT,24394,2020-06-23
45-64,QN_HOSPITALIZED_COUNT,6066,2020-06-23
45-64,QN_DEATH_COUNT,1299,2020-06-23
45-64,QN_CASE_RATE,4001.39,2020-06-23
45-64,QN_HOSPITALIZED_RATE,995.02,2020-06-23
45-64,QN_DEATH_RATE,213.08,2020-06-23
45-64,SI_CASE_COUNT,5292,2020-06-23
45-64,SI_HOSPITALIZED_COUNT,827,2020-06-23
45-64,SI_DEATH_COUNT,177,2020-06-23
45-64,SI_CASE_RATE,4027.61,2020-06-23
45-64,SI_HOSPITALIZED_RATE,629.41,2020-06-23
45-64,SI_DEATH_RATE,134.71,2020-06-23
65-74,BK_CASE_COUNT,8026,2020-06-23
65-74,BK_HOSPITALIZED_COUNT,3544,2020-06-23
65-74,BK_DEATH_COUNT,1379,2020-06-23
65-74,BK_CASE_RATE,3926.83,2020-06-23
65-74,BK_HOSPITALIZED_RATE,1733.95,2020-06-23
65-74,BK_DEATH_RATE,674.69,2020-06-23
65-74,BX_CASE_COUNT,5389,2020-06-23
65-74,BX_HOSPITALIZED_COUNT,2632,2020-06-23
65-74,BX_DEATH_COUNT,965,2020-06-23
65-74,BX_CASE_RATE,5282.61,2020-06-23
65-74,BX_HOSPITALIZED_RATE,2580.04,2020-06-23
65-74,BX_DEATH_RATE,945.95,2020-06-23
65-74,MN_CASE_COUNT,3568,2020-06-23
65-74,MN_HOSPITALIZED_COUNT,1786,2020-06-23
65-74,MN_DEATH_COUNT,553,2020-06-23
65-74,MN_CASE_RATE,2438.14,2020-06-23
65-74,MN_HOSPITALIZED_RATE,1220.44,2020-06-23
65-74,MN_DEATH_RATE,377.88,2020-06-23
65-74,QN_CASE_COUNT,7461,2020-06-23
65-74,QN_HOSPITALIZED_COUNT,3551,2020-06-23
65-74,QN_DEATH_COUNT,1311,2020-06-23
65-74,QN_CASE_RATE,3712.14,2020-06-23
65-74,QN_HOSPITALIZED_RATE,1766.76,2020-06-23
65-74,QN_DEATH_RATE,652.27,2020-06-23
65-74,SI_CASE_COUNT,1390,2020-06-23
65-74,SI_HOSPITALIZED_COUNT,500,2020-06-23
65-74,SI_DEATH_COUNT,197,2020-06-23
65-74,SI_CASE_RATE,3062.69,2020-06-23
65-74,SI_HOSPITALIZED_RATE,1101.69,2020-06-23
65-74,SI_DEATH_RATE,434.06,2020-06-23
75+,BK_CASE_COUNT,7253,2020-06-23
75+,BK_HOSPITALIZED_COUNT,4312,2020-06-23
75+,BK_DEATH_COUNT,2561,2020-06-23
75+,BK_CASE_RATE,4683.68,2020-06-23
75+,BK_HOSPITALIZED_RATE,2784.5,2020-06-23
75+,BK_DEATH_RATE,1653.78,2020-06-23
75+,BX_CASE_COUNT,4872,2020-06-23
75+,BX_HOSPITALIZED_COUNT,2986,2020-06-23
75+,BX_DEATH_COUNT,1684,2020-06-23
75+,BX_CASE_RATE,5988.13,2020-06-23
75+,BX_HOSPITALIZED_RATE,3670.06,2020-06-23
75+,BX_DEATH_RATE,2069.79,2020-06-23
75+,MN_CASE_COUNT,4253,2020-06-23
75+,MN_HOSPITALIZED_COUNT,2658,2020-06-23
75+,MN_DEATH_COUNT,1437,2020-06-23
75+,MN_CASE_RATE,3470.11,2020-06-23
75+,MN_HOSPITALIZED_RATE,2168.72,2020-06-23
75+,MN_DEATH_RATE,1172.48,2020-06-23
75+,QN_CASE_COUNT,6923,2020-06-23
75+,QN_HOSPITALIZED_COUNT,4390,2020-06-23
75+,QN_DEATH_COUNT,2452,2020-06-23
75+,QN_CASE_RATE,4422.85,2020-06-23
75+,QN_HOSPITALIZED_RATE,2804.61,2020-06-23
75+,QN_DEATH_RATE,1566.49,2020-06-23
75+,SI_CASE_COUNT,1271,2020-06-23
75+,SI_HOSPITALIZED_COUNT,644,2020-06-23
75+,SI_DEATH_COUNT,452,2020-06-23
75+,SI_CASE_RATE,4013.52,2020-06-23
75+,SI_HOSPITALIZED_RATE,2033.6,2020-06-23
75+,SI_DEATH_RATE,1427.31,2020-06-23
Boroughwide,BK_CASE_COUNT,58233,2020-06-23
Boroughwide,BK_HOSPITALIZED_COUNT,15080,2020-06-23
Boroughwide,BK_DEATH_COUNT,5344,2020-06-23
Boroughwide,BK_CASE_RATE,2254.62,2020-06-23
Boroughwide,BK_HOSPITALIZED_RATE,583.86,2020-06-23
Boroughwide,BK_DEATH_RATE,206.9,2020-06-23
Boroughwide,BX_CASE_COUNT,47194,2020-06-23
Boroughwide,BX_HOSPITALIZED_COUNT,12114,2020-06-23
Boroughwide,BX_DEATH_COUNT,3724,2020-06-23
Boroughwide,BX_CASE_RATE,3295.37,2020-06-23
Boroughwide,BX_HOSPITALIZED_RATE,845.87,2020-06-23
Boroughwide,BX_DEATH_RATE,260.03,2020-06-23
Boroughwide,MN_CASE_COUNT,26417,2020-06-23
Boroughwide,MN_HOSPITALIZED_COUNT,8029,2020-06-23
Boroughwide,MN_DEATH_COUNT,2416,2020-06-23
Boroughwide,MN_CASE_RATE,1621.97,2020-06-23
Boroughwide,MN_HOSPITALIZED_RATE,492.97,2020-06-23
Boroughwide,MN_DEATH_RATE,148.34,2020-06-23
Boroughwide,QN_CASE_COUNT,64099,2020-06-23
Boroughwide,QN_HOSPITALIZED_COUNT,16835,2020-06-23
Boroughwide,QN_DEATH_COUNT,5304,2020-06-23
Boroughwide,QN_CASE_RATE,2812.71,2020-06-23
Boroughwide,QN_HOSPITALIZED_RATE,738.73,2020-06-23
Boroughwide,QN_DEATH_RATE,232.74,2020-06-23
Boroughwide,SI_CASE_COUNT,13835,2020-06-23
Boroughwide,SI_HOSPITALIZED_COUNT,2334,2020-06-23
Boroughwide,SI_DEATH_COUNT,856,2020-06-23
Boroughwide,SI_CASE_RATE,2905.42,2020-06-23
Boroughwide,SI_HOSPITALIZED_RATE,490.15,2020-06-23
Boroughwide,SI_DEATH_RATE,179.76,2020-06-23
0-17,BK_CASE_COUNT,1797,2020-06-24
0-17,BK_HOSPITALIZED_COUNT,182,2020-06-24
0-17,BK_DEATH_COUNT,4,2020-06-24
0-17,BK_CASE_RATE,308.17,2020-06-24
0-17,BK_HOSPITALIZED_RATE,31.21,2020-06-24
0-17,BK_DEATH_RATE,0.69,2020-06-24
0-17,BX_CASE_COUNT,1678,2020-06-24
0-17,BX_HOSPITALIZED_COUNT,157,2020-06-24
0-17,BX_DEATH_COUNT,5,2020-06-24
0-17,BX_CASE_RATE,475.54,2020-06-24
0-17,BX_HOSPITALIZED_RATE,44.49,2020-06-24
0-17,BX_DEATH_RATE,1.42,2020-06-24
0-17,MN_CASE_COUNT,461,2020-06-24
0-17,MN_HOSPITALIZED_COUNT,64,2020-06-24
0-17,MN_DEATH_COUNT,1,2020-06-24
0-17,MN_CASE_RATE,198.26,2020-06-24
0-17,MN_HOSPITALIZED_RATE,27.52,2020-06-24
0-17,MN_DEATH_RATE,0.43,2020-06-24
0-17,QN_CASE_COUNT,1541,2020-06-24
0-17,QN_HOSPITALIZED_COUNT,114,2020-06-24
0-17,QN_DEATH_COUNT,2,2020-06-24
0-17,QN_CASE_RATE,338.69,2020-06-24
0-17,QN_HOSPITALIZED_RATE,25.06,2020-06-24
0-17,QN_DEATH_RATE,0.44,2020-06-24
0-17,SI_CASE_COUNT,416,2020-06-24
0-17,SI_HOSPITALIZED_COUNT,26,2020-06-24
0-17,SI_DEATH_COUNT,0,2020-06-24
0-17,SI_CASE_RATE,402.25,2020-06-24
0-17,SI_HOSPITALIZED_RATE,25.14,2020-06-24
0-17,SI_DEATH_RATE,0,2020-06-24
18-44,BK_CASE_COUNT,20970,2020-06-24
18-44,BK_HOSPITALIZED_COUNT,2342,2020-06-24
18-44,BK_DEATH_COUNT,199,2020-06-24
18-44,BK_CASE_RATE,1998.06,2020-06-24
18-44,BK_HOSPITALIZED_RATE,223.15,2020-06-24
18-44,BK_DEATH_RATE,18.96,2020-06-24
18-44,BX_CASE_COUNT,17566,2020-06-24
18-44,BX_HOSPITALIZED_COUNT,2128,2020-06-24
18-44,BX_DEATH_COUNT,163,2020-06-24
18-44,BX_CASE_RATE,3161.23,2020-06-24
18-44,BX_HOSPITALIZED_RATE,382.96,2020-06-24
18-44,BX_DEATH_RATE,29.33,2020-06-24
18-44,MN_CASE_COUNT,9367,2020-06-24
18-44,MN_HOSPITALIZED_COUNT,1099,2020-06-24
18-44,MN_DEATH_COUNT,59,2020-06-24
18-44,MN_CASE_RATE,1259.98,2020-06-24
18-44,MN_HOSPITALIZED_RATE,147.83,2020-06-24
18-44,MN_DEATH_RATE,7.94,2020-06-24
18-44,QN_CASE_COUNT,23727,2020-06-24
18-44,QN_HOSPITALIZED_COUNT,2718,2020-06-24
18-44,QN_DEATH_COUNT,239,2020-06-24
18-44,QN_CASE_RATE,2769.39,2020-06-24
18-44,QN_HOSPITALIZED_RATE,317.24,2020-06-24
18-44,QN_DEATH_RATE,27.9,2020-06-24
18-44,SI_CASE_COUNT,5465,2020-06-24
18-44,SI_HOSPITALIZED_COUNT,337,2020-06-24
18-44,SI_DEATH_COUNT,30,2020-06-24
18-44,SI_CASE_RATE,3325.95,2020-06-24
18-44,SI_HOSPITALIZED_RATE,205.1,2020-06-24
18-44,SI_DEATH_RATE,18.26,2020-06-24
45-64,BK_CASE_COUNT,20124,2020-06-24
45-64,BK_HOSPITALIZED_COUNT,4715,2020-06-24
45-64,BK_DEATH_COUNT,1198,2020-06-24
45-64,BK_CASE_RATE,3405.39,2020-06-24
45-64,BK_HOSPITALIZED_RATE,797.87,2020-06-24
45-64,BK_DEATH_RATE,202.73,2020-06-24
45-64,BX_CASE_COUNT,17592,2020-06-24
45-64,BX_HOSPITALIZED_COUNT,4220,2020-06-24
45-64,BX_DEATH_COUNT,907,2020-06-24
45-64,BX_CASE_RATE,5170.74,2020-06-24
45-64,BX_HOSPITALIZED_RATE,1240.37,2020-06-24
45-64,BX_DEATH_RATE,266.59,2020-06-24
45-64,MN_CASE_COUNT,8721,2020-06-24
45-64,MN_HOSPITALIZED_COUNT,2424,2020-06-24
45-64,MN_DEATH_COUNT,363,2020-06-24
45-64,MN_CASE_RATE,2271.98,2020-06-24
45-64,MN_HOSPITALIZED_RATE,631.5,2020-06-24
45-64,MN_DEATH_RATE,94.57,2020-06-24
45-64,QN_CASE_COUNT,24425,2020-06-24
45-64,QN_HOSPITALIZED_COUNT,6073,2020-06-24
45-64,QN_DEATH_COUNT,1310,2020-06-24
45-64,QN_CASE_RATE,4006.48,2020-06-24
45-64,QN_HOSPITALIZED_RATE,996.16,2020-06-24
45-64,QN_DEATH_RATE,214.88,2020-06-24
45-64,SI_CASE_COUNT,5293,2020-06-24
45-64,SI_HOSPITALIZED_COUNT,826,2020-06-24
45-64,SI_DEATH_COUNT,177,2020-06-24
45-64,SI_CASE_RATE,4028.37,2020-06-24
45-64,SI_HOSPITALIZED_RATE,628.65,2020-06-24
45-64,SI_DEATH_RATE,134.71,2020-06-24
65-74,BK_CASE_COUNT,8034,2020-06-24
65-74,BK_HOSPITALIZED_COUNT,3548,2020-06-24
65-74,BK_DEATH_COUNT,1372,2020-06-24
65-74,BK_CASE_RATE,3930.74,2020-06-24
65-74,BK_HOSPITALIZED_RATE,1735.91,2020-06-24
65-74,BK_DEATH_RATE,671.27,2020-06-24
65-74,BX_CASE_COUNT,5399,2020-06-24
65-74,BX_HOSPITALIZED_COUNT,2637,2020-06-24
65-74,BX_DEATH_COUNT,963,2020-06-24
65-74,BX_CASE_RATE,5292.41,2020-06-24
65-74,BX_HOSPITALIZED_RATE,2584.94,2020-06-24
65-74,BX_DEATH_RATE,943.99,2020-06-24
65-74,MN_CASE_COUNT,3575,2020-06-24
65-74,MN_HOSPITALIZED_COUNT,1790,2020-06-24
65-74,MN_DEATH_COUNT,553,2020-06-24
65-74,MN_CASE_RATE,2442.92,2020-06-24
65-74,MN_HOSPITALIZED_RATE,1223.17,2020-06-24
65-74,MN_DEATH_RATE,377.88,2020-06-24
65-74,QN_CASE_COUNT,7467,2020-06-24
65-74,QN_HOSPITALIZED_COUNT,3556,2020-06-24
65-74,QN_DEATH_COUNT,1323,2020-06-24
65-74,QN_CASE_RATE,3715.13,2020-06-24
65-74,QN_HOSPITALIZED_RATE,1769.25,2020-06-24
65-74,QN_DEATH_RATE,658.24,2020-06-24
65-74,SI_CASE_COUNT,1392,2020-06-24
65-74,SI_HOSPITALIZED_COUNT,500,2020-06-24
65-74,SI_DEATH_COUNT,197,2020-06-24
65-74,SI_CASE_RATE,3067.09,2020-06-24
65-74,SI_HOSPITALIZED_RATE,1101.69,2020-06-24
65-74,SI_DEATH_RATE,434.06,2020-06-24
75+,BK_CASE_COUNT,7263,2020-06-24
75+,BK_HOSPITALIZED_COUNT,4319,2020-06-24
75+,BK_DEATH_COUNT,2564,2020-06-24
75+,BK_CASE_RATE,4690.13,2020-06-24
75+,BK_HOSPITALIZED_RATE,2789.02,2020-06-24
75+,BK_DEATH_RATE,1655.72,2020-06-24
75+,BX_CASE_COUNT,4878,2020-06-24
75+,BX_HOSPITALIZED_COUNT,2993,2020-06-24
75+,BX_DEATH_COUNT,1687,2020-06-24
75+,BX_CASE_RATE,5995.5,2020-06-24
75+,BX_HOSPITALIZED_RATE,3678.67,2020-06-24
75+,BX_DEATH_RATE,2073.48,2020-06-24
75+,MN_CASE_COUNT,4257,2020-06-24
75+,MN_HOSPITALIZED_COUNT,2659,2020-06-24
75+,MN_DEATH_COUNT,1431,2020-06-24
75+,MN_CASE_RATE,3473.37,2020-06-24
75+,MN_HOSPITALIZED_RATE,2169.53,2020-06-24
75+,MN_DEATH_RATE,1167.58,2020-06-24
75+,QN_CASE_COUNT,6927,2020-06-24
75+,QN_HOSPITALIZED_COUNT,4400,2020-06-24
75+,QN_DEATH_COUNT,2473,2020-06-24
75+,QN_CASE_RATE,4425.41,2020-06-24
75+,QN_HOSPITALIZED_RATE,2811,2020-06-24
75+,QN_DEATH_RATE,1579.91,2020-06-24
75+,SI_CASE_COUNT,1271,2020-06-24
75+,SI_HOSPITALIZED_COUNT,646,2020-06-24
75+,SI_DEATH_COUNT,451,2020-06-24
75+,SI_CASE_RATE,4013.52,2020-06-24
75+,SI_HOSPITALIZED_RATE,2039.91,2020-06-24
75+,SI_DEATH_RATE,1424.15,2020-06-24
Boroughwide,BK_CASE_COUNT,58303,2020-06-24
Boroughwide,BK_HOSPITALIZED_COUNT,15106,2020-06-24
Boroughwide,BK_DEATH_COUNT,5337,2020-06-24
Boroughwide,BK_CASE_RATE,2257.33,2020-06-24
Boroughwide,BK_HOSPITALIZED_RATE,584.86,2020-06-24
Boroughwide,BK_DEATH_RATE,206.63,2020-06-24
Boroughwide,BX_CASE_COUNT,47274,2020-06-24
Boroughwide,BX_HOSPITALIZED_COUNT,12135,2020-06-24
Boroughwide,BX_DEATH_COUNT,3725,2020-06-24
Boroughwide,BX_CASE_RATE,3300.95,2020-06-24
Boroughwide,BX_HOSPITALIZED_RATE,847.34,2020-06-24
Boroughwide,BX_DEATH_RATE,260.1,2020-06-24
Boroughwide,MN_CASE_COUNT,26469,2020-06-24
Boroughwide,MN_HOSPITALIZED_COUNT,8037,2020-06-24
Boroughwide,MN_DEATH_COUNT,2407,2020-06-24
Boroughwide,MN_CASE_RATE,1625.16,2020-06-24
Boroughwide,MN_HOSPITALIZED_RATE,493.46,2020-06-24
Boroughwide,MN_DEATH_RATE,147.79,2020-06-24
Boroughwide,QN_CASE_COUNT,64179,2020-06-24
Boroughwide,QN_HOSPITALIZED_COUNT,16862,2020-06-24
Boroughwide,QN_DEATH_COUNT,5348,2020-06-24
Boroughwide,QN_CASE_RATE,2816.22,2020-06-24
Boroughwide,QN_HOSPITALIZED_RATE,739.92,2020-06-24
Boroughwide,QN_DEATH_RATE,234.67,2020-06-24
Boroughwide,SI_CASE_COUNT,13845,2020-06-24
Boroughwide,SI_HOSPITALIZED_COUNT,2335,2020-06-24
Boroughwide,SI_DEATH_COUNT,855,2020-06-24
Boroughwide,SI_CASE_RATE,2907.52,2020-06-24
Boroughwide,SI_HOSPITALIZED_RATE,490.36,2020-06-24
Boroughwide,SI_DEATH_RATE,179.55,2020-06-24
0-17,BK_CASE_COUNT,1800,2020-06-25
0-17,BK_HOSPITALIZED_COUNT,182,2020-06-25
0-17,BK_DEATH_COUNT,4,2020-06-25
0-17,BK_CASE_RATE,308.68,2020-06-25
0-17,BK_HOSPITALIZED_RATE,31.21,2020-06-25
0-17,BK_DEATH_RATE,0.69,2020-06-25
0-17,BX_CASE_COUNT,1683,2020-06-25
0-17,BX_HOSPITALIZED_COUNT,158,2020-06-25
0-17,BX_DEATH_COUNT,5,2020-06-25
0-17,BX_CASE_RATE,476.95,2020-06-25
0-17,BX_HOSPITALIZED_RATE,44.78,2020-06-25
0-17,BX_DEATH_RATE,1.42,2020-06-25
0-17,MN_CASE_COUNT,464,2020-06-25
0-17,MN_HOSPITALIZED_COUNT,64,2020-06-25
0-17,MN_DEATH_COUNT,1,2020-06-25
0-17,MN_CASE_RATE,199.55,2020-06-25
0-17,MN_HOSPITALIZED_RATE,27.52,2020-06-25
0-17,MN_DEATH_RATE,0.43,2020-06-25
0-17,QN_CASE_COUNT,1546,2020-06-25
0-17,QN_HOSPITALIZED_COUNT,114,2020-06-25
0-17,QN_DEATH_COUNT,2,2020-06-25
0-17,QN_CASE_RATE,339.79,2020-06-25
0-17,QN_HOSPITALIZED_RATE,25.06,2020-06-25
0-17,QN_DEATH_RATE,0.44,2020-06-25
0-17,SI_CASE_COUNT,416,2020-06-25
0-17,SI_HOSPITALIZED_COUNT,26,2020-06-25
0-17,SI_DEATH_COUNT,0,2020-06-25
0-17,SI_CASE_RATE,402.25,2020-06-25
0-17,SI_HOSPITALIZED_RATE,25.14,2020-06-25
0-17,SI_DEATH_RATE,0,2020-06-25
18-44,BK_CASE_COUNT,21006,2020-06-25
18-44,BK_HOSPITALIZED_COUNT,2352,2020-06-25
18-44,BK_DEATH_COUNT,201,2020-06-25
18-44,BK_CASE_RATE,2001.49,2020-06-25
18-44,BK_HOSPITALIZED_RATE,224.1,2020-06-25
18-44,BK_DEATH_RATE,19.15,2020-06-25
18-44,BX_CASE_COUNT,17593,2020-06-25
18-44,BX_HOSPITALIZED_COUNT,2128,2020-06-25
18-44,BX_DEATH_COUNT,163,2020-06-25
18-44,BX_CASE_RATE,3166.09,2020-06-25
18-44,BX_HOSPITALIZED_RATE,382.96,2020-06-25
18-44,BX_DEATH_RATE,29.33,2020-06-25
18-44,MN_CASE_COUNT,9394,2020-06-25
18-44,MN_HOSPITALIZED_COUNT,1101,2020-06-25
18-44,MN_DEATH_COUNT,59,2020-06-25
18-44,MN_CASE_RATE,1263.61,2020-06-25
18-44,MN_HOSPITALIZED_RATE,148.1,2020-06-25
18-44,MN_DEATH_RATE,7.94,2020-06-25
18-44,QN_CASE_COUNT,23767,2020-06-25
18-44,QN_HOSPITALIZED_COUNT,2723,2020-06-25
18-44,QN_DEATH_COUNT,239,2020-06-25
18-44,QN_CASE_RATE,2774.06,2020-06-25
18-44,QN_HOSPITALIZED_RATE,317.83,2020-06-25
18-44,QN_DEATH_RATE,27.9,2020-06-25
18-44,SI_CASE_COUNT,5474,2020-06-25
18-44,SI_HOSPITALIZED_COUNT,337,2020-06-25
18-44,SI_DEATH_COUNT,30,2020-06-25
18-44,SI_CASE_RATE,3331.43,2020-06-25
18-44,SI_HOSPITALIZED_RATE,205.1,2020-06-25
18-44,SI_DEATH_RATE,18.26,2020-06-25
45-64,BK_CASE_COUNT,20151,2020-06-25
45-64,BK_HOSPITALIZED_COUNT,4717,2020-06-25
45-64,BK_DEATH_COUNT,1198,2020-06-25
45-64,BK_CASE_RATE,3409.96,2020-06-25
45-64,BK_HOSPITALIZED_RATE,798.21,2020-06-25
45-64,BK_DEATH_RATE,202.73,2020-06-25
45-64,BX_CASE_COUNT,17616,2020-06-25
45-64,BX_HOSPITALIZED_COUNT,4221,2020-06-25
45-64,BX_DEATH_COUNT,909,2020-06-25
45-64,BX_CASE_RATE,5177.8,2020-06-25
45-64,BX_HOSPITALIZED_RATE,1240.66,2020-06-25
45-64,BX_DEATH_RATE,267.18,2020-06-25
45-64,MN_CASE_COUNT,8741,2020-06-25
45-64,MN_HOSPITALIZED_COUNT,2425,2020-06-25
45-64,MN_DEATH_COUNT,364,2020-06-25
45-64,MN_CASE_RATE,2277.19,2020-06-25
45-64,MN_HOSPITALIZED_RATE,631.76,2020-06-25
45-64,MN_DEATH_RATE,94.83,2020-06-25
45-64,QN_CASE_COUNT,24460,2020-06-25
45-64,QN_HOSPITALIZED_COUNT,6078,2020-06-25
45-64,QN_DEATH_COUNT,1316,2020-06-25
45-64,QN_CASE_RATE,4012.22,2020-06-25
45-64,QN_HOSPITALIZED_RATE,996.99,2020-06-25
45-64,QN_DEATH_RATE,215.87,2020-06-25
45-64,SI_CASE_COUNT,5297,2020-06-25
45-64,SI_HOSPITALIZED_COUNT,829,2020-06-25
45-64,SI_DEATH_COUNT,178,2020-06-25
45-64,SI_CASE_RATE,4031.42,2020-06-25
45-64,SI_HOSPITALIZED_RATE,630.93,2020-06-25
45-64,SI_DEATH_RATE,135.47,2020-06-25
65-74,BK_CASE_COUNT,8044,2020-06-25
65-74,BK_HOSPITALIZED_COUNT,3553,2020-06-25
65-74,BK_DEATH_COUNT,1374,2020-06-25
65-74,BK_CASE_RATE,3935.63,2020-06-25
65-74,BK_HOSPITALIZED_RATE,1738.35,2020-06-25
65-74,BK_DEATH_RATE,672.25,2020-06-25
65-74,BX_CASE_COUNT,5405,2020-06-25
65-74,BX_HOSPITALIZED_COUNT,2639,2020-06-25
65-74,BX_DEATH_COUNT,965,2020-06-25
65-74,BX_CASE_RATE,5298.29,2020-06-25
65-74,BX_HOSPITALIZED_RATE,2586.9,2020-06-25
65-74,BX_DEATH_RATE,945.95,2020-06-25
65-74,MN_CASE_COUNT,3585,2020-06-25
65-74,MN_HOSPITALIZED_COUNT,1791,2020-06-25
65-74,MN_DEATH_COUNT,554,2020-06-25
65-74,MN_CASE_RATE,2449.76,2020-06-25
65-74,MN_HOSPITALIZED_RATE,1223.85,2020-06-25
65-74,MN_DEATH_RATE,378.57,2020-06-25
65-74,QN_CASE_COUNT,7477,2020-06-25
65-74,QN_HOSPITALIZED_COUNT,3559,2020-06-25
65-74,QN_DEATH_COUNT,1323,2020-06-25
65-74,QN_CASE_RATE,3720.1,2020-06-25
65-74,QN_HOSPITALIZED_RATE,1770.74,2020-06-25
65-74,QN_DEATH_RATE,658.24,2020-06-25
65-74,SI_CASE_COUNT,1393,2020-06-25
65-74,SI_HOSPITALIZED_COUNT,500,2020-06-25
65-74,SI_DEATH_COUNT,197,2020-06-25
65-74,SI_CASE_RATE,3069.3,2020-06-25
65-74,SI_HOSPITALIZED_RATE,1101.69,2020-06-25
65-74,SI_DEATH_RATE,434.06,2020-06-25
75+,BK_CASE_COUNT,7272,2020-06-25
75+,BK_HOSPITALIZED_COUNT,4327,2020-06-25
75+,BK_DEATH_COUNT,2567,2020-06-25
75+,BK_CASE_RATE,4695.95,2020-06-25
75+,BK_HOSPITALIZED_RATE,2794.19,2020-06-25
75+,BK_DEATH_RATE,1657.66,2020-06-25
75+,BX_CASE_COUNT,4884,2020-06-25
75+,BX_HOSPITALIZED_COUNT,2996,2020-06-25
75+,BX_DEATH_COUNT,1690,2020-06-25
75+,BX_CASE_RATE,6002.88,2020-06-25
75+,BX_HOSPITALIZED_RATE,3682.35,2020-06-25
75+,BX_DEATH_RATE,2077.16,2020-06-25
75+,MN_CASE_COUNT,4261,2020-06-25
75+,MN_HOSPITALIZED_COUNT,2663,2020-06-25
75+,MN_DEATH_COUNT,1435,2020-06-25
75+,MN_CASE_RATE,3476.64,2020-06-25
75+,MN_HOSPITALIZED_RATE,2172.8,2020-06-25
75+,MN_DEATH_RATE,1170.85,2020-06-25
75+,QN_CASE_COUNT,6939,2020-06-25
75+,QN_HOSPITALIZED_COUNT,4403,2020-06-25
75+,QN_DEATH_COUNT,2475,2020-06-25
75+,QN_CASE_RATE,4433.07,2020-06-25
75+,QN_HOSPITALIZED_RATE,2812.92,2020-06-25
75+,QN_DEATH_RATE,1581.19,2020-06-25
75+,SI_CASE_COUNT,1273,2020-06-25
75+,SI_HOSPITALIZED_COUNT,647,2020-06-25
75+,SI_DEATH_COUNT,452,2020-06-25
75+,SI_CASE_RATE,4019.83,2020-06-25
75+,SI_HOSPITALIZED_RATE,2043.07,2020-06-25
75+,SI_DEATH_RATE,1427.31,2020-06-25
Boroughwide,BK_CASE_COUNT,58389,2020-06-25
Boroughwide,BK_HOSPITALIZED_COUNT,15131,2020-06-25
Boroughwide,BK_DEATH_COUNT,5344,2020-06-25
